Date,Leads,Email_Promo,Road_Show,Event,Display_Ads,Email_Promo_spent,Road_Show_spent,Event_spent,Display_Ads_spent,Est_Rev
2016/09/01,11,1,0,1,0,7000,0,15000,0,457600.11
2016/09/02,6,0,0,1,0,0,0,15000,0,217800.11
2016/09/05,15,1,1,0,1,7000,10000,0,7500,709500.11
2016/09/06,7,1,1,0,1,7000,10000,0,7500,262900.11
2016/09/07,11,1,0,1,1,7000,0,15000,7500,486200.11
2016/09/08,12,1,0,1,1,7000,0,15000,7500,455400.11
2016/09/09,12,1,1,1,0,7000,10000,15000,0,457600.11
2016/09/12,8,1,1,0,1,7000,10000,0,7500,291500.11
2016/09/13,16,1,0,1,1,7000,0,15000,7500,719400.11
2016/09/14,11,1,0,1,1,7000,0,15000,7500,382800.11
2016/09/15,5,1,0,1,0,7000,0,15000,0,211200.11
2016/09/19,13,1,1,1,0,7000,10000,15000,0,618200.11
2016/09/20,8,1,0,1,0,7000,0,15000,0,310200.11
2016/09/21,14,0,0,1,0,0,0,15000,0,530200.11
2016/09/22,10,1,1,0,1,7000,10000,0,7500,420200.11
2016/09/23,8,1,1,0,1,7000,10000,0,7500,308000.11
2016/09/26,22,1,0,1,1,7000,0,15000,7500,986700.11
2016/09/27,31,1,0,1,1,7000,0,15000,7500,1472900.11
2016/09/28,89,1,1,1,0,7000,10000,15000,0,4682700.11
2016/09/29,7,1,1,0,1,7000,10000,0,7500,292600.11
2016/09/30,13,1,0,1,1,7000,0,15000,7500,561000.11
2016/10/04,1,1,0,1,1,7000,0,15000,7500,36300.11
2016/10/06,2,1,0,1,0,7000,0,15000,0,72600.11
2016/10/07,1,1,1,1,0,7000,10000,15000,0,36300.11
2016/10/10,23,1,0,1,0,7000,0,15000,0,930600.11
2016/10/11,7,0,0,1,0,0,0,15000,0,236500.11
2016/10/12,9,1,1,0,1,7000,10000,0,7500,320100.11
2016/10/13,13,1,1,0,1,7000,10000,0,7500,492800.11
2016/10/14,14,1,0,1,1,7000,0,15000,7500,539000.11
2016/10/17,13,1,0,1,1,7000,0,15000,7500,568700.11
2016/10/18,18,1,0,1,0,7000,0,15000,0,629200.11
2016/10/19,12,1,1,1,0,7000,10000,15000,0,520300.11
2016/10/20,8,1,0,1,0,7000,0,15000,0,301400.11
2016/10/21,10,1,1,0,1,7000,10000,0,7500,397100.11
2016/10/24,20,1,0,1,1,7000,0,15000,7500,669900.11
2016/10/25,30,1,1,0,1,7000,10000,0,7500,1491600.11
2016/10/26,15,1,1,0,1,7000,10000,0,7500,657800.11
2016/10/27,15,1,0,1,1,7000,0,15000,7500,556600.11
2016/10/28,8,1,1,0,1,7000,10000,0,7500,282700.11
2016/10/31,15,1,0,1,1,7000,0,15000,7500,630300.11
2016/11/01,14,1,0,1,1,7000,0,15000,7500,539000.11
2016/11/02,18,1,0,1,0,7000,0,15000,0,712800.11
2016/11/03,98,1,1,1,0,7000,10000,15000,0,5250300.11
2016/11/04,9,1,0,1,0,7000,0,15000,0,357500.11
2016/11/07,11,0,0,1,0,0,0,15000,0,346500.11
2016/11/08,16,1,1,0,1,7000,10000,0,7500,528000.11
2016/11/09,19,1,0,1,1,7000,0,15000,7500,924000.11
2016/11/10,13,1,1,1,1,7000,10000,15000,7500,530200.11
2016/11/11,10,1,1,0,1,7000,10000,0,7500,346500.11
2016/11/14,42,1,0,1,1,7000,0,15000,7500,2054800.11
2016/11/15,47,1,0,1,1,7000,0,15000,7500,2426600.11
2016/11/16,17,1,0,1,0,7000,0,15000,0,698500.11
2016/11/17,14,1,1,1,0,7000,10000,15000,0,468600.11
2016/11/18,21,1,0,1,0,7000,0,15000,0,982300.11
2016/11/21,12,0,0,1,0,0,0,15000,0,392700.11
2016/11/22,19,1,1,0,1,7000,10000,0,7500,826100.11
2016/11/23,16,1,0,1,1,7000,0,15000,7500,694100.11
2016/11/24,18,1,1,1,1,7000,10000,15000,7500,749100.11
2016/11/25,42,1,0,1,0,7000,0,15000,0,2170300.11
2016/11/28,29,1,1,1,0,7000,10000,15000,0,1373900.11
2016/11/29,110,1,0,1,0,7000,0,15000,0,5874000.11
2016/11/30,13,0,0,1,0,0,0,15000,0,530200.11
2016/12/01,7,1,1,0,1,7000,10000,0,7500,227700.11
2016/12/02,17,1,0,1,1,7000,0,15000,7500,689700.11
2016/12/05,31,1,0,1,1,7000,0,15000,7500,1233100.11
2016/12/06,16,1,0,1,0,7000,0,15000,0,630300.11
2016/12/07,6,1,1,1,0,7000,10000,15000,0,237600.11
2016/12/08,19,1,0,1,0,7000,0,15000,0,850300.11
2016/12/09,6,0,0,1,0,0,0,15000,0,209000.11
2016/12/12,12,1,1,0,1,7000,10000,0,7500,501600.11
2016/12/13,36,1,0,1,1,7000,0,15000,7500,1691800.11
2016/12/14,17,1,1,1,1,7000,10000,15000,7500,845900.11
2016/12/15,6,1,0,1,0,7000,0,15000,0,204600.11
2016/12/16,6,1,1,1,0,7000,10000,15000,0,191400.11
2016/12/19,29,1,0,1,0,7000,0,15000,0,1410200.11
2016/12/20,27,0,0,1,0,0,0,15000,0,1291400.11
2016/12/21,23,1,1,0,1,7000,10000,0,7500,1097800.11
2016/12/22,6,1,0,1,1,7000,0,15000,7500,218900.11
2016/12/23,13,1,1,0,1,7000,10000,0,7500,548900.11
2016/12/26,42,1,0,1,1,7000,0,15000,7500,2106500.11
2016/12/27,19,1,0,1,1,7000,0,15000,7500,831600.11
2016/12/28,15,1,0,1,0,7000,0,15000,0,647900.11
2016/12/29,8,1,1,1,0,7000,10000,15000,0,357500.11
2016/12/30,3,1,0,1,0,7000,0,15000,0,113300.11
2017/01/02,8,0,0,1,0,0,0,15000,0,394900.11
2017/01/03,3,1,1,0,1,7000,10000,0,7500,108900.11
2017/01/04,15,1,0,1,1,7000,0,15000,7500,713900.11
2017/01/05,9,1,1,1,1,7000,10000,15000,7500,393800.11
2017/01/06,33,1,0,1,0,7000,0,15000,0,1630200.11
2017/01/07,1,1,1,1,0,7000,10000,15000,0,27500.11
2017/01/09,16,1,0,1,0,7000,0,15000,0,733700.11
2017/01/10,13,0,0,1,0,0,0,15000,0,429000.11
2017/01/11,16,1,1,0,1,7000,10000,0,7500,671000.11
2017/01/12,10,1,0,1,1,7000,0,15000,7500,420200.11
2017/01/13,12,1,0,1,1,7000,0,15000,7500,543400.11
2017/01/16,14,1,0,1,0,7000,0,15000,0,548900.11
2017/01/17,14,1,1,1,0,7000,10000,15000,0,612700.11
2017/01/18,3,1,0,1,0,7000,0,15000,0,100100.11
2017/01/19,8,1,1,0,1,7000,10000,0,7500,366300.11
2017/01/20,6,1,1,0,1,7000,10000,0,7500,275000.11
2017/01/23,8,1,0,1,1,7000,0,15000,7500,421300.11
2017/01/24,3,1,0,1,1,7000,0,15000,7500,110000.11
2017/01/25,25,1,0,1,0,7000,0,15000,0,1291400.11
2017/01/27,1,1,1,1,0,7000,10000,15000,0,49500.11
2017/02/03,2,1,0,1,0,7000,0,15000,0,72600.11
2017/02/06,8,0,0,1,0,0,0,15000,0,281600.11
2017/02/07,12,1,1,0,1,7000,10000,0,7500,557700.11
2017/02/08,13,1,0,1,1,7000,0,15000,7500,612700.11
2017/02/09,15,1,1,1,1,7000,10000,15000,7500,616000.11
2017/02/10,12,1,0,1,0,7000,0,15000,0,492800.11
2017/02/13,20,1,1,1,0,7000,10000,15000,0,850300.11
2017/02/14,10,1,0,1,0,7000,0,15000,0,429000.11
2017/02/15,11,0,0,1,0,0,0,15000,0,447700.11
2017/02/16,9,1,1,0,1,7000,10000,0,7500,420200.11
2017/02/17,20,1,0,1,1,7000,0,15000,7500,950400.11
2017/02/20,27,1,0,1,1,7000,0,15000,7500,1197900.11
2017/02/21,20,1,0,1,0,7000,0,15000,0,886600.11
2017/02/22,13,1,1,1,0,7000,10000,15000,0,401500.11
2017/02/23,33,1,0,1,0,7000,0,15000,0,1558700.11
2017/02/24,33,1,1,0,1,7000,10000,0,7500,1676400.11
2017/02/27,5,1,0,1,1,7000,0,15000,7500,163900.11
2017/02/28,18,1,0,1,1,7000,0,15000,7500,814000.11
2017/03/01,26,1,0,1,0,7000,0,15000,0,1206700.11
2017/03/02,8,1,0,1,1,7000,0,15000,7500,281600.11
2017/03/03,35,1,1,1,1,7000,10000,15000,7500,1637900.11
2017/03/06,28,1,0,1,0,7000,0,15000,0,1290300.11
2017/03/07,28,1,1,1,0,7000,10000,15000,0,1216600.11
2017/03/08,21,1,0,1,0,7000,0,15000,0,794200.11
2017/03/09,26,0,0,1,0,0,0,15000,0,1050500.11
2017/03/10,25,1,1,0,1,7000,10000,0,7500,1079100.11
2017/03/13,24,1,0,1,1,7000,0,15000,7500,1060400.11
2017/03/14,25,1,1,0,1,7000,10000,0,7500,1040600.11
2017/03/15,5,1,0,1,1,7000,0,15000,7500,163900.11
2017/03/16,23,1,0,1,1,7000,0,15000,7500,1116500.11
2017/03/17,26,1,0,1,0,7000,0,15000,0,1113200.11
2017/03/20,23,1,1,1,0,7000,10000,15000,0,951500.11
2017/03/21,35,1,1,1,0,7000,10000,15000,0,1619200.11
2017/03/22,14,0,0,1,0,0,0,15000,0,486200.11
2017/03/23,24,1,1,0,1,7000,10000,0,7500,1024100.11
2017/03/24,9,1,0,1,1,7000,0,15000,7500,300300.11
2017/03/27,62,1,1,1,1,7000,10000,15000,7500,3104200.11
2017/03/28,18,1,0,1,0,7000,0,15000,0,869000.11
2017/03/29,26,1,0,1,1,7000,0,15000,7500,1144000.11
2017/03/30,26,1,1,1,1,7000,10000,15000,7500,1197900.11
2017/03/31,11,1,0,1,0,7000,0,15000,0,457600.11
2017/04/03,11,1,1,1,0,7000,10000,15000,0,531300.11
2017/04/04,1,1,0,1,0,7000,0,15000,0,27500.11
2017/04/05,4,0,0,1,0,0,0,15000,0,137500.11
2017/04/06,24,1,1,0,1,7000,10000,0,7500,1106600.11
2017/04/07,14,1,0,1,1,7000,0,15000,7500,696300.11
2017/04/10,22,1,1,0,1,7000,10000,0,7500,896500.11
2017/04/11,21,1,0,1,1,7000,0,15000,7500,1016400.11
2017/04/12,1,1,0,1,1,7000,0,15000,7500,37400.11
2017/04/13,34,1,1,1,0,7000,10000,15000,0,1695100.11
2017/04/14,4,1,1,1,0,7000,10000,15000,0,136400.11
2017/04/17,13,1,0,1,0,7000,0,15000,0,558800.11
2017/04/18,30,0,0,1,0,0,0,15000,0,1381600.11
2017/04/19,12,1,1,0,1,7000,10000,0,7500,426800.11
2017/04/20,19,1,0,1,1,7000,0,15000,7500,702900.11
2017/04/21,14,1,1,1,1,7000,10000,15000,7500,630300.11
2017/04/24,29,1,0,1,0,7000,0,15000,0,1281500.11
2017/04/25,30,1,1,1,0,7000,10000,15000,0,1520200.11
2017/04/26,44,1,0,1,0,7000,0,15000,0,2215400.11
2017/04/27,26,0,0,1,0,0,0,15000,0,1130800.11
2017/04/28,14,1,1,0,1,7000,10000,0,7500,565400.11
